nctid,stop_date,stop_status,restart_date,restart_status,why_stopped,covid19_explicit,restart_expected
NCT03255083,2021-11-11,Terminated,NA,NA,This study was terminated based on a business decision by the Sponsor.,FALSE,NA
NCT03560765,2021-11-11,Terminated,NA,NA,No longer able to recruit due to COVID lockdowns,TRUE,FALSE
NCT03805841,2021-11-11,Terminated,NA,NA,enrollment pause,FALSE,NA
NCT04139655,2021-11-11,Withdrawn,NA,NA,Feasibility,FALSE,NA
NCT04182802,2021-11-11,Withdrawn,NA,NA,Funding withdrawn due to COVID related delays.,TRUE,FALSE
NCT04422743,2021-11-11,Terminated,NA,NA,due to covid 19 pandemy,TRUE,FALSE
NCT04479436,2021-11-11,Terminated,NA,NA,Study was terminated early given the Interim Analysis for Part 1 (signal finding) did not meet pre-specified criteria and will not proceed to Part 2. Sponsor will proceed closing the study.,FALSE,NA
NCT04739449,2021-11-11,Withdrawn,NA,NA,Since the vaccine there are no COVID 19 cases in proposed study sites.,FALSE,NA
NCT04805840,2021-11-11,Terminated,NA,NA,Difficulty with recruitment.,FALSE,NA
NCT04920929,2021-11-11,Terminated,NA,NA,"Enrollment too low, not meeting objectives",FALSE,NA
NCT04937465,2021-11-11,Withdrawn,NA,NA,Study was stopped because of covid-19 restrictions imposed for the next 9 months,FALSE,NA
NCT04943627,2021-11-11,Withdrawn,NA,NA,Strategic Business Decision,FALSE,NA
NCT01144520,2021-11-12,Terminated,NA,NA,researchers moved to new institution and did not transfer project,FALSE,NA
NCT01595503,2021-11-12,Terminated,NA,NA,Insufficient recruitment,FALSE,NA
NCT01950130,2021-11-12,Withdrawn,NA,NA,No funding,FALSE,NA
NCT02137252,2021-11-12,Terminated,NA,NA,no enough patients,FALSE,NA
NCT02734719,2021-11-12,Suspended,NA,NA,Device is not available.,FALSE,NA
NCT02811887,2021-11-12,Terminated,NA,NA,Slow recruitment of study participants,FALSE,NA
NCT02929485,2021-11-12,Withdrawn,NA,NA,NA,FALSE,NA
NCT03137771,2021-11-12,Suspended,NA,NA,Scheduled Interim Monitoring,FALSE,NA
NCT03688633,2021-11-12,Terminated,NA,NA,Patient Recruitment Failure,FALSE,NA
NCT03947294,2021-11-12,Terminated,NA,NA,No participation of centers outside Switzerland because of difficulty in recruiting during a Covid pandemic.,TRUE,FALSE
NCT04038489,2021-11-12,Withdrawn,NA,NA,Lack of accrual,FALSE,NA
NCT04040621,2021-11-12,Terminated,NA,NA,"Following regulatory consultation, the Sponsor has decided to terminate the study and analyze the current dataset. The decision to terminate was solely based on a business decision, not due to safety concerns.",FALSE,NA
NCT04223648,2021-11-12,Withdrawn,NA,NA,Funding,FALSE,NA
NCT04432272,2021-11-12,Terminated,NA,NA,"The EUA for CCP was updated by FDA, stipulating that only high titer units be used. This study required untitered units. The study became infeasible",FALSE,NA
NCT04616534,2021-11-12,Suspended,2022-05-10,Recruiting,Unacceptable Toxicity,FALSE,NA
NCT00962884,2021-11-13,Withdrawn,NA,NA,"No volunteers were enrolled, study was closed",FALSE,NA
NCT04133935,2021-11-13,Withdrawn,NA,NA,Due to COVID restrictions this study has been temporarily halted.,TRUE,TRUE
NCT04921761,2021-11-13,Withdrawn,NA,NA,There is a duplicate study registered. The trial registration and later updates will be in NCT04933500. That is the record that will be updated.,FALSE,NA
NCT05073562,2021-11-13,Withdrawn,NA,NA,Change in funding availability,FALSE,NA
NCT03361189,2021-11-14,Terminated,NA,NA,Insufficient recruitment,FALSE,NA
NCT03804125,2021-11-14,Withdrawn,NA,NA,Company decision to not conduct the study and was cancelled prior to any enrollment.,FALSE,NA
NCT02682420,2021-11-15,Terminated,NA,NA,Company acquisition,FALSE,NA
NCT02687360,2021-11-15,Suspended,NA,NA,funding not received,FALSE,NA
NCT02767921,2021-11-15,Terminated,NA,NA,Insufficient accrual,FALSE,NA
NCT02795520,2021-11-15,Terminated,NA,NA,slow patient accrual,FALSE,NA
NCT03034538,2021-11-15,Suspended,NA,NA,Site staffing,FALSE,NA
NCT03034564,2021-11-15,Terminated,NA,NA,Site staffing,FALSE,NA
NCT03456193,2021-11-15,Suspended,NA,NA,reviewing eligibility criteria,FALSE,NA
NCT03706521,2021-11-15,Terminated,NA,NA,The study was terminated early due to COVID-19-related issues.,TRUE,FALSE
NCT03843073,2021-11-15,Terminated,NA,NA,The investigation of this device has been transitioned into a new study by the sponsor. The data generated in this study will not be used to support a marketing application,FALSE,NA
NCT04059159,2021-11-15,Terminated,NA,NA,The investigation of this device has been transitioned into a new study by the sponsor. The data generated in this study will not be used to support a marketing application,FALSE,NA
NCT04113057,2021-11-15,Terminated,NA,NA,"In-person supervised exercise therapy (SET) at this institution, a required component of this study, was halted during Covid19 and was not re-instated after clinical activities resumed.",TRUE,FALSE
NCT04159753,2021-11-15,Terminated,NA,NA,Only 2 patients enrolled,FALSE,NA
NCT04199130,2021-11-15,Withdrawn,NA,NA,Closed with the IRB due to slow enrollment during COVID. Will be modifying the study with a new submission.,FALSE,NA
NCT04639661,2021-11-15,Terminated,NA,NA,Challenges with recruiting patients during the COVID-19 pandemic.,TRUE,FALSE
NCT04730804,2021-11-15,Suspended,NA,NA,Program is undergoing further evaluation,FALSE,NA
NCT04741204,2021-11-15,Suspended,NA,NA,Limited staff to carry out study,FALSE,NA
NCT04925778,2021-11-15,Withdrawn,NA,NA,Business considerations,FALSE,NA
NCT04982289,2021-11-15,Suspended,NA,NA,Program is undergoing further evaluation.,FALSE,NA
NCT05124496,2021-11-15,Suspended,NA,NA,Collected sufficient samples for analysis,FALSE,NA
NCT05136911,2021-11-15,Terminated,NA,NA,"The recruitment was stopped due to province-wide lockdown secondary to COVID-19. Blood pressure screenings were conducted in community centres and due to province wide lockdown, further screenings could not be continued.",TRUE,FALSE
NCT02901405,2021-11-16,Terminated,NA,NA,The study was unable to meet recruitment targets,FALSE,NA
NCT03159000,2021-11-16,Withdrawn,NA,NA,Project never started - lack of resources and no subjects enrolled,FALSE,NA
NCT03343041,2021-11-16,Withdrawn,NA,NA,Covid and lack of resources,TRUE,FALSE
NCT03608540,2021-11-16,Terminated,NA,NA,Enrolment too slow,FALSE,NA
NCT03609073,2021-11-16,Terminated,NA,NA,enrollment too slow,FALSE,NA
NCT03758443,2021-11-16,Terminated,NA,NA,Stopped early due to company decision. Company decision based on interim analysis results in TD-1473-0157.,FALSE,NA
NCT03770546,2021-11-16,Withdrawn,NA,NA,Failure of institution to reach agreement with company supplying injections,FALSE,NA
NCT03866200,2021-11-16,Terminated,NA,NA,Inability to recruit target number,FALSE,NA
NCT03920254,2021-11-16,Terminated,NA,NA,Stopped early due to company decision. Company decision based on interim analysis results in TD-1473-0157.,FALSE,NA
NCT04359329,2021-11-16,Terminated,NA,NA,Poor accrual,FALSE,NA
NCT04421417,2021-11-16,Suspended,NA,NA,Study was stopped due to COVID-19 related issues. Collected data could be present as pilot trial.,TRUE,FALSE
NCT04520867,2021-11-16,Withdrawn,NA,NA,PI is leaving the institution,FALSE,NA
NCT04637555,2021-11-16,Withdrawn,NA,NA,CLCZ696G2301E1 extension study did not start as the core study (CLCZ696G2301) did not meet the primary endpoint.,FALSE,NA
NCT04769453,2021-11-16,Suspended,NA,NA,"Sponsor-initiated, suspension of study due to modification of key parameters.",FALSE,NA
NCT03222921,2021-11-17,Terminated,NA,NA,"Technical issues, COVID-19",TRUE,FALSE
NCT03333031,2021-11-17,Suspended,NA,NA,Budgetary challenges,FALSE,NA
NCT03519984,2021-11-17,Terminated,NA,NA,Study drug supply issue,FALSE,NA
NCT04001101,2021-11-17,Withdrawn,NA,NA,PI has decided to withdraw the study,FALSE,NA
NCT04203875,2021-11-17,Terminated,NA,NA,Lack of eligible study participants.,FALSE,NA
NCT04498273,2021-11-17,Terminated,NA,NA,an event rate lower than anticipated,FALSE,NA
NCT05018975,2021-11-17,Withdrawn,NA,NA,FDA recommendation cited safety issues,FALSE,NA
NCT00737321,2021-11-18,Terminated,NA,NA,investigator moved institutions and did not transfer study,FALSE,NA
NCT02705924,2021-11-18,Terminated,NA,NA,COVID19 crisis prevents from organizing the last seminar,TRUE,FALSE
NCT02769000,2021-11-18,Terminated,NA,NA,"The study was suspended in March of 2020 due to COVID. Rather than reopen the study, the decision was made to terminate it in July of 2021.",TRUE,FALSE
NCT03446456,2021-11-18,Terminated,NA,NA,"Due to COVID-19,",TRUE,FALSE
NCT03874325,2021-11-18,Terminated,NA,NA,lost funding,FALSE,NA
NCT03946462,2021-11-18,Withdrawn,NA,NA,This study could not be started because of some technical issues.,FALSE,NA
NCT04248465,2021-11-18,Terminated,NA,NA,The IDMC recommended the study be discontinued due to lack of efficacy with ravulizumab.,FALSE,NA
NCT04347226,2021-11-18,Terminated,NA,NA,Interim analysis indicated that futility boundary was reached.,FALSE,NA
NCT04580836,2021-11-18,Withdrawn,NA,NA,A study with 0 ACTUAL Enrollment must have Overall Recruitment Status specified as Withdrawn,FALSE,NA
NCT04655261,2021-11-18,Terminated,NA,NA,Lack of Recruitment,FALSE,NA
NCT04812769,2021-11-18,Withdrawn,NA,NA,Principal Investigator is taking a leave of absence. Study terminated.,FALSE,NA
NCT04855591,2021-11-18,Terminated,NA,NA,Adjustment of the clinical development plan for this product globally,FALSE,NA
NCT05126615,2021-11-18,Terminated,NA,NA,difficulty of recruitment,FALSE,NA
NCT01712633,2021-11-19,Terminated,NA,NA,Changes to funding,FALSE,NA
NCT01913912,2021-11-19,Withdrawn,NA,NA,NA,FALSE,NA
NCT01954576,2021-11-19,Terminated,NA,NA,Poor accrual; Avastin refractory patients not feasible given treatment paradigm in these patients.,FALSE,NA
NCT03389438,2021-11-19,Terminated,NA,NA,Shortage of funds.,FALSE,NA
NCT03462966,2021-11-19,Terminated,NA,NA,recruitment challenges,FALSE,NA
NCT03654729,2021-11-19,Terminated,NA,NA,"On 23 January 2020, the Sponsor announced that the United States (US) Food and Drug Administration (FDA) had issued a clinical hold in the US of the POLAR program.",FALSE,NA
NCT03675126,2021-11-19,Terminated,NA,NA,The sponsor has decided to integrate 5051-102 into 5051-201. Participants from 5051-102 will be eligible to enroll in 5051-201 Part B.,FALSE,NA
NCT04034355,2021-11-19,Terminated,NA,NA,"On 01 March 2020, the Sponsor decided to place recruitment and dosing of patients on hold following interactions with the French regulatory authority, ANSM and the US clinical hold of another study (POLAR-M).",FALSE,NA
NCT04286347,2021-11-19,Terminated,NA,NA,lack of funding to continue any longer,FALSE,NA
NCT04691999,2021-11-19,Withdrawn,NA,NA,The PI is leaving Duke for a position in another state.,FALSE,NA
NCT04729296,2021-11-19,Withdrawn,NA,NA,Withdrawn due to COVID-19 related clinical limitations,TRUE,FALSE
NCT04830007,2021-11-19,Suspended,NA,NA,Investigator coordinatoor left the site and the trial,FALSE,NA
NCT04956276,2021-11-19,Suspended,NA,NA,Program is undergoing further evaluation.,FALSE,NA
NCT03701308,2021-11-20,Suspended,NA,NA,End of Initial Phase of Multi-phase protocol,FALSE,NA
NCT04616560,2021-11-20,Suspended,NA,NA,Other - Stage 1 has met accrual,FALSE,NA
NCT04058197,2021-11-21,Withdrawn,NA,NA,Lack of enrollment,FALSE,NA
NCT01464164,2021-11-22,Terminated,NA,NA,Supporter terminated the study due to no active patients (secondary to travel restrictions due to COVID).,TRUE,FALSE
NCT02045901,2021-11-22,Terminated,NA,NA,NA,FALSE,NA
NCT02439645,2021-11-22,Terminated,NA,NA,"Study was terminated lack of recruitment, small number of eligible cases (11 enrolled, 1 found ineligible after enrollment), unlikely to be able to achieve study goals due to low recruitment.",FALSE,NA
NCT03123822,2021-11-22,Terminated,NA,NA,Not enough interest/participants. Recruitment was more difficult due to pandemic,TRUE,FALSE
NCT03933254,2021-11-22,Withdrawn,NA,NA,As a result of COVID-19 pandemics,TRUE,FALSE
NCT03938402,2021-11-22,Terminated,NA,NA,As a result of COVID-19 pandemics,TRUE,FALSE
NCT03945786,2021-11-22,Suspended,NA,NA,Recuriting inclusion and exclusion criteria will be changed as COVID-19.,TRUE,FALSE
NCT04070313,2021-11-22,Terminated,NA,NA,"Study treatment is to use TS-1 (mono-chemotherapy agent) in adjuvant setting for pancreatic cancer, which may be less clinical benefit compared to combination therapy according to current trend at investigators' discretion.",FALSE,NA
NCT04289428,2021-11-22,Withdrawn,NA,NA,Funding not awarded. A new study design and protocol have been submitted,FALSE,NA
NCT04433013,2021-11-22,Withdrawn,NA,NA,"Unable to find suitable site Principal Investigator. This study did not start and was withdrawn as of Aug 2020 (have updated as of Sept 2020, please proceed to update the status of study withdrawal accordingly)",FALSE,NA
NCT04499729,2021-11-22,Terminated,NA,NA,The recruitment site (Rush University Medical Center Collaborative Care Program) redefined their service objectives such that IntelliCare was no longer a good fit.,FALSE,NA
NCT04790916,2021-11-22,Terminated,NA,NA,A lack of efficacy was seen with RO7049665 in a study of ulcerative colitis. This reduces the likelihood that the drug is effective in autoimmune hepatitis.,FALSE,NA
NCT04822168,2021-11-22,Withdrawn,NA,NA,This study was not implemented due to. change in study site and scope.,FALSE,NA
NCT04920578,2021-11-22,Suspended,2022-04-08,Recruiting,The 69095897EDI1001 study is placed on temporary hold (04-Nov-2021) as per stopping criteria in the protocol.,FALSE,NA
NCT05133635,2021-11-22,Withdrawn,NA,NA,A recent study suggested a new corticosteroid regime for intensive care unit patients.,FALSE,NA
NCT05135507,2021-11-22,Withdrawn,NA,NA,Covid-19 - unable to recruit any participants,TRUE,FALSE
NCT01460849,2021-11-23,Withdrawn,NA,NA,company decision,FALSE,NA
NCT01460862,2021-11-23,Withdrawn,NA,NA,company decision,FALSE,NA
NCT01869361,2021-11-23,Withdrawn,NA,NA,"Due to much lower than expected numbers of eligible patients and lack of PI time, the study was not started.",FALSE,NA
NCT02625090,2021-11-23,Terminated,NA,NA,"Based on available data, UCB has decided to stop development of padsevonil as adjunctive treatment of focal-onset seizure",FALSE,NA
NCT02910752,2021-11-23,Suspended,NA,NA,Low enrollment,FALSE,NA
NCT03825783,2021-11-23,Withdrawn,NA,NA,Patients were enrolled under global Phase 1/2 protocol RP-L201-0318.,FALSE,NA
NCT04082481,2021-11-23,Withdrawn,NA,NA,"The study stopped early, before enrolling its first participant.",FALSE,NA
NCT04376424,2021-11-23,Withdrawn,NA,NA,"No data has been collected, no subjects enrolled",FALSE,NA
NCT04702217,2021-11-23,Withdrawn,NA,NA,This study has been cancelled due to the pandemic and we are planning on starting a similar study hopefully next year.,FALSE,NA
NCT04772755,2021-11-23,Suspended,2022-02-02,Recruiting,"Due to increased staffing demands resulting from COVID-19 and influenza vaccine studies, enrollment in this study has been temporarily paused.",FALSE,NA
NCT03438877,2021-11-24,Terminated,NA,NA,Patients recruited difficult.,FALSE,NA
NCT03792958,2021-11-24,Suspended,NA,NA,Day is not required for Anticipated dates.,FALSE,NA
NCT03969420,2021-11-24,Terminated,NA,NA,The study was discontinued on 17 November 2020 following the corporate decision to terminate the alvocidib development program.,FALSE,NA
NCT04260776,2021-11-24,Withdrawn,NA,NA,PI departure,FALSE,NA
NCT04856475,2021-11-24,Withdrawn,NA,NA,Termination of collaboration with PUMA,FALSE,NA
NCT05119920,2021-11-24,Withdrawn,2022-01-24,Recruiting,Submitted in error,FALSE,NA
NCT05124275,2021-11-24,Withdrawn,2022-01-24,Recruiting,Submitted in error,FALSE,NA
NCT05127551,2021-11-24,Withdrawn,NA,NA,Submitted in error,FALSE,NA
NCT02978625,2021-11-25,Suspended,2022-03-09,Recruiting,Other - final slot on MCC cohort allocated,FALSE,NA
NCT04007146,2021-11-25,Terminated,NA,NA,"With Covid period, inclusions can't be efficient.",TRUE,FALSE
NCT04188769,2021-11-25,Withdrawn,NA,NA,lack of time,FALSE,NA
NCT04339595,2021-11-25,Terminated,NA,NA,Low Recruitment,FALSE,NA
NCT04611633,2021-11-25,Terminated,NA,NA,Due to COVID pandemic not feasible to include patients for this study,TRUE,FALSE
NCT03523663,2021-11-26,Terminated,NA,NA,difficulty recruiting pediatric participants followed by a prolonged shut down due to COVID-19,TRUE,FALSE
NCT03701724,2021-11-26,Suspended,NA,NA,Study length already extended once,FALSE,NA
NCT03704168,2021-11-26,Withdrawn,NA,NA,The study was never launched.,FALSE,NA
NCT03776643,2021-11-26,Suspended,2022-02-09,Recruiting,the design was reviewed and modified; 24 patients expected .,FALSE,NA
NCT04312789,2021-11-26,Withdrawn,NA,NA,Drug availability,FALSE,NA
NCT04985981,2021-11-26,Suspended,NA,NA,Change in core study organization,FALSE,NA
NCT05066984,2021-11-26,Suspended,2022-04-27,Recruiting,Temporarily suspended due to Covid19 pandemic. The study will start as soon as participating hospitals will have enough capacity again.,TRUE,TRUE
NCT05137457,2021-11-26,Withdrawn,NA,NA,An RCT was not valid anymore as app has become open source and will risk a contamination of study population,FALSE,NA
NCT03757455,2021-11-27,Terminated,NA,NA,Not enought participants,FALSE,NA
NCT03817554,2021-11-28,Terminated,NA,NA,The recruitment of participants in the study was difficulty.,FALSE,NA
NCT00548912,2021-11-29,Withdrawn,NA,NA,study ended,FALSE,NA
NCT00593905,2021-11-29,Withdrawn,NA,NA,study not started not an ACT,FALSE,NA
NCT01331616,2021-11-29,Withdrawn,NA,NA,NA,FALSE,NA
NCT02239354,2021-11-29,Terminated,NA,NA,Insufficient functional product engraftment,FALSE,NA
